婉约与豪放,词内容
豪放,露坐榕阴须痛饮，从渠叠鼓频催。暮山新月两徘徊。离愁秋水远，醉眼晓帆开。泛宅浮家游戏去，流行坎止忘怀。江边鸥鹭莫相猜。上林消息好，鸿雁已归来。
豪放,霜降碧天静，秋事促西风。寒声隐地初听，中夜入梧桐。起瞰高城回望，寥落关河千里，一醉与君同。叠鼓闹清晓，飞骑引雕弓。  岁将晚，客争笑，问衰翁：平生豪气安在？走马为谁雄？何似当筵虎士，挥手弦声响处，双雁落遥空。老矣真堪愧，回首望云中。
婉约,似花还似非花，也无人惜从教坠。抛家傍路，思量却是，无情有思。萦损柔肠，困酣娇眼，欲开还闭。梦随风万里，寻郎去处，又还被、莺呼起。不恨此花飞尽，恨西园、落红难缀。晓来雨过，遗踪何在？一池萍碎。春色三分，二分尘土，一分流水。细看来，不是杨花，点点是离人泪0
婉约,璧月小红楼，听得吹箫忆旧游。霜冷阑干天似水，扬州，薄彳幸声名总是愁。尘暗鹔鹴裘，裁剪曾劳玉指柔。一梦觉来三十载，风流，空对梅花白了头。
婉约,春晚态浓意远，眉颦笑浅，薄罗衣窄絮风软。鬓云欺翠卷。南园花树春光暖。红香径里榆钱满。欲上秋千又惊懒，且归休怕晚。
豪放,长忆观潮，满郭人争江上望。来疑沧海尽成空，万面鼓声中。  弄潮儿向涛头立，手把红旗旗不湿。另“来几向梦中看，梦觉尚心寒。
婉约,寒销尽，疏雨过，清明后。花径敛余红，风沼萦新皱。乳燕穿庭户，飞絮沾襟袖。正佳时，仍晚昼。著人滋味，真个浓如酒。频移带眼，空只恁、厌厌瘦。不见又思量，见了还依旧。为问频相见，何似长相守？天不老，人未偶。且将此恨，分付庭前柳。
婉约,雨后晓寒轻，花外晓莺啼歇。愁听隔溪漏，正一声凄咽。不堪西望去程赊，离肠万回结。不似海棠花下，按凉州时节
婉约,香冷金猊被翻红浪，起来慵自梳头。任宝奁尘满，日上帘钩。生怕离怀别苦，多少事，欲说还休。新来瘦。非干病酒，不是悲秋。休休！这回去也，千万遍阳关，也则难留。念武陵人远，烟锁秦楼。惟有楼前流水，应念我、终日凝眸。凝眸处，从今又添，一段新愁。
婉约,润州作，代人寄远去年相送，余杭门外，飞雪似杨花。今年春尽，杨花似雪，犹不见还家。对酒卷帘邀明月，风露透窗纱。恰似姮娥怜双燕，分明照，画梁斜。
婉约,离恨远萦杨柳，梦魂长绕梨花。青衫记得章台月，归路玉鞭斜。翠镜啼痕印袖，红墙醉墨笼纱。相逢不尽平生事，春思入琵琶。
豪放,江南好，风景旧曾谙。  日出江花红胜火，春来江水绿如蓝。  能不忆江南？
婉约,满斟绿醑留君住，莫匆匆归去。三分春色二分愁，更一分风雨。花开花谢，都来几许？且高歌休诉。不知来岁牡丹时，再相逢何处？
婉约,山抹微云，天连衰草，画角声断谯门。暂停征棹，聊共引离尊。多少蓬莱旧事，空回首、烟霭纷纷。斜阳外，寒鸦万点，流水绕孤村。消魂，当此际，香囊暗解，罗带轻分。谩赢得青楼、薄彳幸名存。此去何时见也！襟袖上、空惹啼痕。伤情处，高城望断，灯火已黄昏。
婉约,屈指数春来，弹指惊春去。檐外蛛丝网落花，也要留春住。几日喜春晴，几夜愁春雨。十二雕窗六曲屏，题遍伤心句。
婉约,人去西楼雁杳，叙别梦，扬州一觉。云淡星疏楚山晓，听啼乌，立河桥，话未了0雨外蛩声早，细织就霜丝多少？说与萧娘未知道，向长安，对秋灯，几人老？
婉约,千古武陵溪上路。桃源流水潺潺。可怜仙侣剩浓欢。黄鹂惊梦破，青鸟唤春还。回首旧游浑不见。苍烟一片荒山。玉人何处倚栏干。紫箫明月底，翠袖暮二寒。
婉约,斜月横，疏星炯，不道秋宵真永。声缓缓，滴泠泠，双眸未易扃0霜叶坠，幽虫絮，薄酒何曾得醉！天下事，少年心，分明点点深。
婉约,杏花开了燕飞忙，正是好春光。偏是好春光，者几日、风凄雨凉。杨枝飘泊，桃根娇小，独自个思量。刚待不思量，吹一片、箫声过墙。
豪放,街鼓动，禁城开，天上探人回。凤衔金榜出云来，平地一声雷。  莺已迁，龙已化，一夜满城车马。家家楼上簇神仙，争看鹤冲天。
婉约,眉端早识愁滋味，娇羞未解论心事。试问忆人不？无言点头。唤人归不早，故把金杯恼。醉看舞时腰，还如旧日娇。
婉约,我住长江头，君住长江尾。日日思君不见君，共饮长江水。此水几时休？此恨何时已？只愿君心似我心，定不负相思意。
婉约,溪山掩映斜阳里，楼台影动鸳鸯起。隔岸两三家，出墙红杏花。绿杨堤下路，早晚溪边去。三见柳絮飞，离人犹未归。
豪放,斜月横，疏星炯。不道秋宵真永。声缓缓，滴泠泠。双眸未易扃。霜叶坠，幽虫絮。薄酒何曾得醉。天下事，少年心。分明点点深。
豪放,九曲黄河万里沙，浪淘风簸自天涯。  如今直上银河去，同到牵牛织女家。
婉约,长安独客。又见西风、素月、丹枫，凄然其为秋也。因调夹钟羽一解烟水阔，高林弄照，晚蜩凄切。碧砧度韵，银床飘叶。衣湿桐露冷，采凉花时赋秋雪。叹轻别，一襟幽事，砌虫能说。客思吟商还怯，怨歌长、琼壶暗缺。翠恩疏，红衣香褪，翻成消歇。玉骨西风，恨最恨、闲却新凉时节。楚箫咽，谁寄西楼淡月。
豪放,塞上秋风鼓角，城头落日旌旗。少年鞍马适相宜。从军乐，莫问所从谁。  侯骑才通蓟北，先声已动辽西。归期犹及柳依依。春闺月，红袖不须啼。
豪放,百年强半，高秋犹在天南畔。幽怀已被黄花乱。更恨银蟾。故向愁人满。  招呼诗酒癫狂伴。羽觞到手判无算。浩歌箕踞巾聊岸。酒欲醒时，兴在卢仝碗。
婉约,剪红情，裁绿意，花信上钗股。日东风，不放岁华去。有人添烛西窗，不眠侵晓，笑声转、新年莺语。旧尊俎，玉纤曾擘黄柑，柔香系幽素。归梦湖边，还迷镜中路。可怜千点吴霜，寒销不尽，又相对、落梅如雨。
婉约,春夜闻隔墙歌吹声阑珊心绪，醉倚绿琴相伴住。一枕新愁，夜花香月满楼。繁笙脆管，吹得锦屏春梦远。只有垂杨，不放秋千影过墙。
豪放,斗酒彘肩，风雨渡江，岂不快哉。被香山居士，约林和靖，与东坡老，驾勒吾回。坡谓西湖，正如西子，浓抹淡妆临镜台。二公者，皆掉头不顾，只管衔杯。  白云天竺去来。图画里、峥嵘楼观开。爱东西双涧，纵横水绕，两峰南北，高下云堆。逋曰不然，暗香浮动，争似孤山先探梅。须晴去，访稼轩未晚，且此徘徊。
豪放,蓼岸风多桔柚香，江边一望楚天长，片帆烟际闪孤光。目送征鸿飞杳杳，思随流水去茫茫，兰红波碧忆潇湘。
婉约,戊申秋隽，喜晤故人甘露洒瑶池，洗出新妆换旧姿。今日方教花并蒂，迟迟，终是莲台大士慈。明月照相思，也得姮娥念我痴。同到花前携手拜，孜孜，谢了杨枝谢桂枝。
婉约,人人尽说江南好，游人只合江南老。春水碧于天，画船听雨眠。垆边人似月，皓腕凝霜雪。未老莫还乡，还乡须断肠。
婉约,谁道闲情抛掷久？每到春来，惆怅还依旧。日日花前长病酒，不辞镜里朱颜瘦。河畔青芜堤上柳。为问新愁，何事年年有？独立小桥风满袖，平林新月人归后。
婉约,木棉花映丛祠小，越声里春光晓。铜鼓与蛮歌，南人祈赛多。客帆风正急，茜袖偎樯立。极浦几回头，烟波无限愁。
豪放,平林漠漠烟如织，寒山一带伤心碧。暝色入高楼，有人楼上愁。  玉阶空伫立，宿鸟归飞急。何处是归程？长亭连短亭。
豪放,倚天绝壁，直下江千尺。天际两蛾凝黛，愁与恨，几时极！  暮潮风正急，酒阑闻塞笛。试问谪仙何处？青山外，远烟碧。
婉约,断烟离绪。关心事，斜阳红隐霜树。半壶秋水荐黄花，香噀西风雨。纵玉勒、轻飞迅羽，凄凉谁吊荒台古？记醉踏南屏，咽寒蝉，倦梦不知蛮素。聊对旧节传杯，尘蠹管，断阕经岁慵赋。小蟾斜影转东篱，夜冷蛩语。早白发、缘愁万缕。惊飙从卷乌纱去。谩细将、茱萸看，约明年，翠微高处。
婉约,春漠漠，海棠花底东风恶。人情不似春情薄，守定花枝，不放花零落。绿尊细细共春酌，酒醒无奈愁如昨。殷勤待与东风约；莫苦吹花，何似吹愁却！
婉约,楼外垂杨千万缕，欲系青春，少住春还去。犹自风前飘柳絮，随春且看归何处。绿满山川闻杜宇，便作无情，莫也愁人苦。把酒送春春不语，黄昏却下潇潇雨。
豪放,箫声咽，秦娥梦断秦楼月。秦楼月，年年柳色，潮陵伤别。乐游原上清秋节，咸阳古道音尘绝。音尘绝，西风残照，汉家陵阙。
豪放,九曲池头三月三。柳铤铤。香尘扑马喷金衔。碗春衫。苦简酮鱼乡味美，梦江南。阊门烟水晚风恬。落归帆。
婉约,门外猾儿吠，知是萧郎至。刬袜下香阶，冤家今夜醉。扶得入罗帏，不肯脱罗衣。醉则从他醉，还胜独睡时。
豪放,乾坤能大，算蛟龙、元不是池中物。风雨牢愁无著处，那更寒螯四壁。横槊题诗，登楼作赋，万事空中雪。江流如此，方来还有英杰。堪笑一叶飘零，重来淮水，正凉风新发。镜里朱颜都变尽，只有丹心难灭。去去龙沙，江山回首，一线青
婉约,抛尽榆钱，依然难买春光驻。依春无语，肠断春归路。春去能来，人去能来否？长亭暮，乱山无数。只有鹃声苦。
婉约,柳暗花明春事深。小阑红芍药，已抽簪。雨余风软碎鸣，迟迟日，犹带一分。往事莫沉吟，身闲时序好，且登临。旧游无处不堪寻，无寻处，惟有少年心。
豪放,吴山青处，恨长安路断，黄尘如雾。荆楚西来行堑远，北过淮堧严扈。九塞貔貅，三关虎豹，空作陪京固。天高难叫，若为得诉忠语。  追念江左英雄，中兴事业，枉被奸臣误。不见翠华移跸处，枉负吾皇神武。击楫凭谁，问筹无计，何日宽忧顾。倚筇长叹，满怀清泪如雨。
婉约,独自上层楼，楼外青山远。望到斜阳欲尽时，不见西飞雁。独自下层楼，楼下蛩声怨。待到黄昏月上时，依旧柔肠断。
豪放,画船载酒西湖好，急管繁弦，玉盏催传。稳泛平波任醉眠。行云却在行舟下，空水澄鲜。俯仰留连。疑是湖中别有天。
豪放,平生太湖上，短棹几经过。如今重到，何事愁与水云多？拟把匣中长剑？换取扁舟一叶，归去老渔蓑。银艾非吾事，丘壑已蹉跳。脍新皱，斟美酒，起悲歌。太平生长，岂谓今日识兵戈？欲泻三江雪浪，净洗胡尘千里，不用挽天河！回首望霄汉，双泪堕清波。
婉约,花前失却游春侣，独自寻芳。满目悲凉。纵有笙歌亦断肠。林间戏蝶帘间燕，各自双双。忍更思量，绿树青苔半夕阳。
豪放,照野旌旗，朝天车马，平沙万里天低。宝带金章，尊前茸帽风欹。秦关汴水经行地，想登临、都付新诗。纵英游、叠鼓清笳，骏马名妓。  酒酣应对燕山雪，正冰河月冻，晓陇云飞。投老残年，江南谁念方回。东风渐绿西湖柳，雁已还，人未南归。最关情，折尽梅花，难寄相思。
豪放,浊波浩浩东倾，今来古往无终极。经天亘地，滔滔流出，昆仑东北。神浪狂飙，奔腾触裂，轰雷沃日。看中原形胜，千年王气。雄壮势、隆今昔。  鼓茫茫万里，棹歌声、响凝空碧。壮游汗漫，山川绵邈，飘飘吟迹。我欲乘槎，直穷银汉，问津深入。唤君平一笑，谁夸汉客，取支机石。
豪放,渔翁夜傍西岩宿，晓汲清湘燃楚竹。
豪放,唱彻阳关泪未干，功名余事且加餐。浮天水送无穷树，带雨云埋一半山。今古恨，几千般，只应离合是悲欢？江头未是风波恶，别有人间行路难。
豪放,"小住京华，早又是、中秋佳节。为篱下、黄花开遍,秋容如拭。四面歌残终破楚，八年风味徒思浙。苦将侬、强派作娥眉  ，殊未屑！  身不得，男儿列，心却比，男儿烈。算平生肝胆，因人常热。俗子胸襟谁识我？英雄末路当磨折。莽红尘，何处觅知音？青衫湿！"
婉约,东城渐觉风光好。縠皱波纹迎客棹。绿杨烟外晓寒轻，红杏枝头春意闹。浮生长恨欢娱少。肯受千金轻一笑。为君持酒劝斜阳，且向花间留晚照。
豪放,郁孤台下清江水，中司多少行人泪！西北望长安，可怜无数山。青山遮不住，毕竟东流去。江晚正愁余，山深闻鹧鸪。
婉约,赤泥亭子沙头小，青青丝柳轻罩。亭下响流澌，衣波双鹭鹚。田田初出水，菌萏念娇蕊。添个浣衣人。红潮较浅深。
豪放,晴野鹭鹭飞一只，水滨花发秋江碧。刘郎此日别天仙，登绮席，泪珠滴，十二晚峰高历历。
豪放,夜饮东坡醒复醉，归来仿佛三更。家童鼻息已雷鸣。敲门都不应，倚杖听江声。  长恨此身非我有，何时忘却营营？夜阑风静縠纹平。小舟从此逝，江海寄余生。
豪放,春感铁马蒙毡银花洒泪，春入愁城。笛里番腔？街头戏鼓，不是歌声。那堪独坐青灯!想故国、高台月明。辇下风光，山中岁月，海上心情。
豪放,"雾豫漾,风淅淅，杨柳带疏烟。飘飘轻絮满南国，墙下草旺眠。燕初飞，莺已老，拂面春风长好。相逢携手且高歌，人生得几何。"
豪放,白浪茫茫与海连，平沙浩浩四无边。  暮去朝来淘不住，遂令东海变桑田。
婉约,十载归来故旧欢。一笑从知春有意，篱边，三两余花向我妍。哀乐信无端，觉吾心此处安。谁分去来乡国事，凄然，曾是承平两少年。
婉约,满眼韶华，东风惯是吹红去。几番烟雾，只有花难护。梦里相思，故国王孙路。春无主，杜鹃啼处，泪染胭脂雨。
豪放,雾失楼台，月迷津渡，桃源望断无寻处。可堪孤馆闭春寒，杜鹃声里斜阳暮。驿寄梅花，鱼传尺素，砌成此恨无重数。郴江幸自绕郴山，为谁流下潇湘去。
婉约,恨君不似江楼月。南北东西，南北东西，只有相随无别离。恨君却似江楼月，暂满还亏，暂满还亏，待得团圆又几时。
婉约,炉烟一窗，瓶花一床，更添十里湖光，对南屏晚妆。藕风气香，竹风韵凉，等他月照回廊，浴鸳鸯一双。
豪放,塞下秋来风景异，衡阳雁去无留意。四面边声连角起。千嶂里，长烟落日孤城闭。  浊酒一杯家万里，燕然未勒归无计。羌管悠悠霜满地。人不寐，将军白发征夫泪。
婉约,柳色遮楼暗，桐花落砌香，画堂开处远风凉。高卷水精帘额，衬斜阳。
婉约,山一程，水一程，身向榆关那畔行，夜深千帐灯。风一更，雪一更，聒碎乡心梦不成，故园无此声。
婉约,斑竹枝，斑竹枝，泪痕点点寄相思。楚客欲听瑶瑟怨，满江深夜月明时。
豪放,江南岸，云树半晴阴。帆去帆来天亦老，潮生潮落日还沉。南北别离心。  兴废事，千古一沾襟。山下孤烟渔市远，柳边疏雨酒家深。行客莫登临。
豪放,元丰七年四月一日，余将去黄移汝，留别雪堂邻里二三君子，会仲览自江东来别，遂书以遗之。（序）  归去来兮，吾归何处？万里家在岷峨。百年强半，来日苦无多。坐见黄州再闰，儿童尽楚语吴歌。山中友，鸡豚社酒，相劝老东坡。  云何，当此去，人生底事，来往如梭。待闲看秋风，洛水清波。好在堂前细柳，应念我，莫剪柔柯。仍传语，江南父老，时与晒渔
豪放,登临送目，正故国晚秋，天气初肃。千里澄江似练，翠峰如簇。归帆去棹残阳里，背西风，酒旗斜矗。彩舟云淡，星河鹭起，画图难足。念往昔、繁华竞逐，叹门外楼头，悲恨相续。千古凭高，对此谩嗟荣辱。六朝旧事随流水，但寒烟衰草凝绿。至今商女，时时犹唱，后庭遗曲。
婉约,休相问，怕相问，相问还添恨。春水满塘生，	还相趁。昨夜雨霏霏，临明寒一阵。偏忆戍楼人，久绝边庭信。
豪放,竞渡红旗高举，飞出深深杨柳渚。鼓击春雷，直破烟波远远回。欢声震地，惊退万人争战气。金碧楼西，衔得锦标第一归。
婉约,雁落平沙，烟笼寒水，古垒鸣笳声断。青山隐隐，败叶萧萧，天际暝鸦零乱。楼上黄昏，片帆千里归程，年华将晚。望碧云空暮，佳人何处，梦魂俱远。忆旧游、邃馆朱扉，小园香径，尚想桃花人面。书盈锦轴，恨满金徽，难写寸心幽怨。两地离愁，一尊芳酒，凄凉危栏倚遍。尽迟留，凭仗西风，吹干泪眼。
豪放,北望神州路，试平章这场公事，怎生分付？记得太行兵百万，曾入宗爷驾驭。今把作握蛇骑虎。君去京东豪杰喜，想投戈、下拜真吾父。谈笑里，定齐鲁。  两河萧瑟惟狐兔，问当年祖生去后，有人来否？多少新亭挥泪客，谁梦中原块土？算事业须由人做。应笑书生心胆怯，向车中闭置如新妇。空目送，塞鸿去。
婉约,夜寒茅店不成眠。月照吟鞭。黄花细雨时候，催上渡头船。鸥似雪，水如天。忆当年。到家应是，童稚牵衣，笑我华颠。
豪放,楼观青红倚快晴，惊看陆地涌蓬瀛。南国花影笙歌地，东岭松风鼓角声。  山绕水，水萦城，柳边沙外古今情。坐中更有挥毫客，一段风流画不成。
婉约,月皎惊乌栖不定。更漏将，赣辘牵金井。唤起两眸清炯炯，泪花落枕红绵冷。执手霜风吹鬓影，去意徘徊，别语愁难听。楼上阑干横斗柄，露寒人远鸡相应。
豪放,胡马，胡马，远放燕支山下。  跑沙跑雪独嘶，东望西望路迷。  迷路，迷路，边草无穷日暮。
婉约,自春来、惨绿愁红，芳心是事可可。日上花梢，莺穿柳带，犹压香衾卧。暖酥消，腻云亸，终日厌厌倦梳裹。无那。恨薄情一去，音书无个。早知恁么。悔当初、不把雕鞍锁。向鸡窗，只与蛮象管，拘束教吟课。镇相随，莫抛躲。针线闲拈伴伊坐。和我。免使年少，光虚过。
豪放,甚矣吾衰矣！怅平生、交游零落，只今余几？白发空垂三千丈，一笑人间万事。向何物、能令公喜？我见青山多妩媚，料青山见我应如是。情与貌，略相似。一尊搔首东窗里。想渊明、停云诗就，此时风味。江左沉酣求名者，岂识浊醪妙理！回首叫、云飞风起。不恨古人吾不见，恨古人不见吾狂耳。知我者，二三子。
豪放,宰相巍巍坐庙堂，说着经量，便要经量。那个巨僚上一章？头说经量，尾说经量。轻狂太守在吾邦，闻说经量，星夜经量。山东河北久抛荒，好去经量，胡不经量？
婉约,红茉莉，穿作一花梳。金缕抽蝴蝶茧，钗头立冬凤凰雏。肯忆故人姝。
婉约,乍暖还轻冷。风雨晚来方定。庭轩寂寞近清明，花中酒，又是去年病。楼头画角风吹醒。入夜重门静。那堪更被明月，隔墙送过秋千
豪放,岳阳楼袖剑飞吟。洞庭青草、秋水深深。万顷波光，岳阳楼上，一快披襟。不须携酒登临。问有酒、何人共斟？变尽人间，君山一点，自古如今。
婉约,晓月坠，宿云披，银烛锦屏帷。建章钟动玉绳低，宫漏出花迟。春态浅，来双，红日渐长一线。严妆欲罢嘿黄鹂，飞上万年枝。
婉约,凤髻金泥带，龙纹玉掌梳。走来窗下笑相扶，爱道：“画眉深浅入时无？”弄笔偎人久，描花试手初。等闲妨了绣功夫，笑问：“鸳鸯两字怎生书？”
婉约,寂寂画堂梁上燕，高卷翠帘横数。一庭春色恼人来，满地落花红几片。愁倚锦屏低雪面，泪滴绣罗金缕线。好天凉月尽伤心，为是玉郎长不见。
婉约,楚江湄，湘娥乍见，无言洒清泪，淡然春意。空独倚东风，芳思谁寄？凌波路冷秋无际。香云随步起，漫记得、汉宫仙掌，亭亭明月底。冰弦写怨更多情，骚人恨，枉赋芳兰幽芷。春思远，谁叹赏国香风味？相将共、岁寒伴侣，小窗静，沉烟熏翠袂。幽梦觉、涓涓清露，一枝灯影里。
豪放,酌一卮，须教玉笛吹。  锦筵红蜡烛，莫来迟。  繁红一夜经风雨，是空枝。
婉约,以书寄西泠诸友，即题其后说相思，问相思，枫落吴江雁去迟。天寒二九时。怨谁知？梦谁知？可有梅花寄一枝？雪来翠羽飞
豪放,曰射人间五色芝，鸳鸯宫瓦碧参差。西山晴雪入新诗。焦土已经三月火，残花犹发万年枝。他年江令独来时。
婉约,花前顾影粼粼。水中人。水面花片片绕人身。私自整，红斜领，茜儿巾。却讶领间巾里刺花新。
豪放,城外春风吹酒旗，行人挥袂日西时。  长安陌上无穷树，唯有杨柳管别离。
婉约,辛亥之冬，予载雪诣石湖。止既月，授简索句，且征新声。作此两曲，石湖把玩不已，使工伎隶习之，音节谐婉，乃名之曰“暗香疏影”。旧时月色，算几番照我，梅边吹笛。唤起玉人，不管清寒与攀摘。何逊而今渐老，都忘却、春风词笔。怪得、竹外疏花，香冷入瑶席。江国，正寂寂，叹寄与路遥，夜雪初积。翠尊易泣，红萼无言耿相忆。长记曾携手处，千树压、西湖寒碧。又片片、吹尽也，几时见得。
婉约,多少恨，昨夜梦魂中。还似旧时游上苑，车如流水马如龙。花月正春风。
婉约,露花倒影，烟芜蘸碧，灵沼波暖。金柳摇风树树，系彩舫龙舟遥岸。千步虹桥，参差雁齿，直趋水殿。绕金堤、曼衍鱼龙戏，簇娇春罗绮，喧天丝管。霁色荣光，望中似睹，蓬莱清浅。时见。凤辇宸游，鸾觞禊饮，临翠水、开镐宴。两两轻舫飞画楫，竞夺锦标霞烂。欢娱，歌鱼藻，徘徊宛转。别有盈盈游女，各委明珠，争收翠羽，相将归远。渐觉云海沈沈，洞天日晚
婉约,中秋月。月到中秋偏皎洁。偏皎洁，知他多少，晴圆缺。晴圆缺都休说。且喜人间好时节。好时节。愿得年年，常见中秋月。
婉约,双蝶绣罗裙，东池宴，初相见。朱粉不深匀，闲花淡淡春。细看诸处好，人人道，柳腰身。昨日乱山昏，来时衣上云。
婉约,水边沙外，城郭春寒退。花影乱，莺声碎。飘零疏酒盏，离别宽衣带。人不见，碧云暮合空相对。忆昔西池会，鹅鹭同飞盖。携手处，今谁在？日边清梦断，镜里朱颜改。春去也！飞红万点愁如海。
婉约,小令尊前见玉箫。银灯一曲太妖娆。歌中醉倒谁能恨，唱罢归来酒未消。春悄悄，夜迢迢。碧云天共楚宫遥。梦魂惯得无拘检，又踏杨花过谢桥。
豪放,举头西北浮云，倚天万里须长剑。人言此地，夜深长见，斗牛光欲。我觉山高，潭空水冷，月明星淡。待燃犀下看，凭栏却怕，风雷怒，鱼龙惨。峡束苍江对起，过危楼，欲飞还敛。元龙老矣，不妨高卧，冰壶凉簟。千古兴亡，百年悲笑，一时登览。问何人又卸片帆沙岸，系斜阳缆？
婉约,翠岭一千寻，岭上彩云如幄。云影波光相射，荡楼台春绿。仙鬟撩鬓倚双扉，窈窕一枝玉。日暮九疑何处？认舜祠丛竹
豪放,青草湖中月正圆，巴陵渔父棹歌连。  钓车子，橛头船，乐在风波不用仙。
婉约,秋来愁更深，黛拂双蛾浅。翠袖怯天寒，修竹萧萧晚。此意有谁知，恨与孤鸿远。小立背西风，又是重门掩。
豪放,洞庭青草，近中秋，更无一点风色。玉界琼田三万顷，着我扁舟一叶。素月分辉，明河共影，表里俱澄澈。悠然心会，妙处难与君说。  应念岭表经年，孤光自照，肝胆皆冰雪。短发萧骚襟袖冷，稳泛沧溟空阔。尽挹西江，细斟北斗，万象为宾客。扣舷独啸，不知今夕何夕。
婉约,花似雪，东风夜扫苏堤月。苏堤月，香销南国，几回圆缺？钱塘江山潮声歇，江边杨柳谁攀折？谁攀折，西陵渡口，古今离别。
豪放,举手钓鳌客，削迹种瓜侯。重来吴会三伏，行见五湖秋。耳畔风波摇荡，身外功名飘忽，何路射旄头。孤负男儿志，怅望故园愁。梦中原，挥老泪，遍南州。元龙湖海豪气，百尺卧高楼。短发霜粘两鬓，清夜盆倾一雨，喜听瓦鸣沟。犹有壮心在，付与百川流。
婉约,莺啼处，摇荡一天疏雨。极目平芜人尽去，断红明碧树。费得炉烟无数，只有轻寒难度。忽见西楼花影露，弄晴催薄暮。
豪放,神州沉陆，问谁是、一范一韩人物。北望长安应不见，抛却关西半壁。塞马晨嘶，胡笳夕引，赢得头如雪。三秦往事，只数汉家三杰。试看百二山河，奈君门万里，六师不发。间外何人回首处，铁骑干群都灭。拜将台敲，怀贤阁杳，空指冲冠发。阑干拍遍，独对中天明月。
豪放,荻花秋，潇湘夜，橘洲佳景如屏画。碧烟中，明月下，小艇垂纶初罢。  水为乡，蓬作舍，鱼羹稻饭常餐也。酒盈杯，书满架，名利不将心挂。
婉约,淅江归路杳，西南却羡、投林高鸟。升斗微官，世累苦相萦绕。不似麒麟殿里，又不与、巢由同调。时自笑，虚名负我，半生吟啸扰扰马足车尘，被岁月无情，暗消年少。钟鼎山林，一事几时曾了。四壁秋虫夜雨，更一点、灯斜照。清镜晓，白发又添多少。
婉约,正是破瓜年纪，含情惯得人饶。桃李精神鹦鹉舌，可堪虚度良宵。却爱蓝罗裙子，羡他长束纤腰。
豪放,满眼韶华，东风惯是吹红去。几番烟雾，只有花难护。  梦里相思，芳草王孙路。春无语。杜鹃啼处，泪染胭脂雨。
婉约,枫落河梁野水秋，淡烟衰草接荒丘。醉眠小坞黄茅店，梦倚高城赤叶楼。天杳杳，路悠悠，钿筝歌等闲休。灞桥杨柳年年恨，鸳蒲芙蕖叶叶愁。
豪放,闲梦远，南国正清秋。千里江山寒色远，芦花深处泊孤舟。笛在月明楼。
豪放,南国本潇洒。六代浸豪奢。台城游冶。襞笺能赋属宫娃。云观登临清夏。璧月流连长夜。吟醉送年华。回首飞鸳瓦。却羡井中蛙。访乌衣，成白社。不容车。旧时王谢。堂前双燕过谁家。楼外河横斗挂。淮上潮平霜下。樯影落寒沙。商女篷窗罅。犹唱后庭花。
婉约,泪眼注，临当去，此时欲住已难住。下楼复上楼，楼头风吹雨。风吹雨，草草离人语。
婉约,去年元夜时，花市灯如昼。月上柳梢头，人约黄昏后。今年元夜时，月与灯依旧。不见去年人，泪湿春衫袖。
婉约,槐别院宜清昼，入座春风秀。美人图子阿谁留。都是宣和名笔，内家收。莺莺燕燕分飞后，粉淡梨花瘦。只除苏小不风流。斜插一枝萱草，凤钗头。
豪放,缺月挂疏桐，漏断人初静。时见幽人独往来，缥缈孤鸿影。  惊起却回头，有恨无人省。拣尽寒枝不肯栖，寂寞沙洲冷。
婉约,饮散离亭西去，浮生长恨飘蓬。回头烟柳渐重重，淡云孤雁远，寒日暮天红。今夜画船何处？潮平淮月朦胧。酒醒人静奈愁浓！灯孤枕梦，轻浪五更风。
豪放,长淮望断，关塞莽然平。征尘暗，霜风劲，悄边声。黯销凝。追想当年事，殆天数，非人力；洙泗上，弦歌地，亦膻腥。隔水毡乡，落日牛羊下，区脱纵横。看名王宵猎，骑火一川明，笳鼓悲鸣，遣人惊。  念腰间箭，匣中剑，空埃蠹，竟何成！时易失，心徒壮，岁将零。渺神京。干羽方怀远，静烽燧，且休兵。冠盖使，纷驰骛，若为情！闻道中原遗老，常南望、翠葆霓旌。使行人到此，忠愤气填膺，有泪如倾。
豪放,城下路，凄风露，今人犁田古人墓。岸头沙，带兼葭，漫漫昔时流水今人家。黄埃赤日长安道，倦客无浆马无草。开函关，掩函关，千古如何不见一人闲？  六国扰，三秦扫，初谓商山遗四老。驰单车，致缄书，裂荷焚芰、接武曳长裾。高流端得酒中趣，深入醉乡安稳处。生忘形，死忘名。谁论二豪初不数刘伶？
豪放,楚山青，湘水流，春风澹荡看不足。草芋芋，花簇簇，海艇棹船相续。信浮沉，无管束，钓回乘月归弯曲。酒盈斟，云满屋，不见人间荣辱。
婉约,露条烟叶，惹长亭旧恨，几番风月。爱细缕、先窣轻黄，渐拂水藏鸦，翠相接。纤软风流，眉黛浅、三眠初歇。奈年华又晚，萦绊游蜂，絮飞晴雪。依依灞桥怨别，正千丝万绪，难禁愁绝。怅岁久、应长新条，念曾系花骤，屡停兰楫。弄影摇晴，恨闲损，春风时节。隔邮亭，故人望断，舞腰瘦怯。
婉约,花褪红青杏小。燕子飞时，绿水人家绕。枝上柳绵吹又少，天涯何处无芳草。墙里秋千墙外道。墙外行人，墙里佳人笑。笑渐不闻声渐悄，多情却被无情恼。
婉约,庭院深深深几许？杨柳堆烟，帘幕无重数。玉勒雕鞍游冶处，楼高不见章台路0雨横风狂三月暮，门掩黄昏，无计留春住。泪眼问花花不语，乱红飞过秋千去。
